Builder of Beautiful Things,newsprint spread,289 x 380mm,Hannah Jeong,2024,Builder of Beautiful Things_Hannah Jeong_1.pdf,src/Builder of Beautiful Things_Hannah Jeong_1.pdf,Downloaded: Builder of Beautiful Things_Hannah Jeong_1.pdf,"Interview conducted with Talia Cotton and designed newspaper spreads, using graphic shapes and tool motifs. "
Calendar Flip Book ,Book,"4""x4""x.05""",Miko Sellier,2023,Calendar Flip Book_Miko Sellier_1.mp4,src/Calendar Flip Book_Miko Sellier_1.mp4,Downloaded: Calendar Flip Book_Miko Sellier_1.mp4,Calendar Flipbook
Call Me Anytime*,Printed fabric sewed into a blanket,"36""x60""",Sejal Gupta,2024,Call Me Anytime*_Sejal Gupta_1.png,src/Call Me Anytime*_Sejal Gupta_1.png,Downloaded: Call Me Anytime*_Sejal Gupta_1.png,"Call Me Anytime* is a twin-sized blanket made from screenshots of missed calls, coded to create alphabet that spells out Call Me Anytime*, with a big, unmistakable asterisk. The design is printed on fabric and hand-sewn into a 5-foot long blanket."
CHIMERA: A Reader On Cybernetics,Print,6*9in,Andrew Haoyuan Liu,2023,CHIMERA: A Reader On Cybernetics_Andrew Haoyuan Liu_1.png,src/CHIMERA: A Reader On Cybernetics_Andrew Haoyuan Liu_1.png,Downloaded: CHIMERA: A Reader On Cybernetics_Andrew Haoyuan Liu_1.png,CHIMERA is a journal exploring the philosophies of cybernetics.
Collection of Knots,"color pencil on paper, print on butcher paper",23 * 32 inch /poster,Ash Ma,2023,Collection of Knots_Ash Ma_1.png,src/Collection of Knots_Ash Ma_1.png,Downloaded: Collection of Knots_Ash Ma_1.png,"The Collection of Knots is a poster series organizing 50 knots in the category of [Knots that are Knots] and “Knots that are not Knots].
It later extended to a mini-exhibition that allowed people to knot their own collection, with corresponding instruction of tiding the knot."
Collection of Marble,"Poster, Book","Poster: 24x36, Book: 3x3",Ryan Yan,2023,Collection of Marble_Ryan Yan_1.gif,src/Collection of Marble_Ryan Yan_1.gif,Downloaded: Collection of Marble_Ryan Yan_1.gif,Collection of a singularity; collection as perspective
Cyrillic Index,book + posters,"8 x 6 in, 36 x 24 in",Anja Drakulović,2025,Cyrillic Index_Anja Drakulović_1.mp4,src/Cyrillic Index_Anja Drakulović_1.mp4,Downloaded: Cyrillic Index_Anja Drakulović_1.mp4,"WHAT IS IT?
Cyrillics Index is a collection of street typography found in Serbia and Montenegro.

WHAT IS IT FOR?
Understanding letterforms of Cyrillic typefaces compared to latin. "
Cyrillic Index,poster and book,"6 x 8 inches, 24 x 36 inches",Anja Drakulović,2025,Cyrillic Index_Anja Drakulović_2.mp4,src/Cyrillic Index_Anja Drakulović_2.mp4,Downloaded: Cyrillic Index_Anja Drakulović_2.mp4,"
WHAT IS IT?
Cyrillics Index is a collection of street typography found in Serbia and Montenegro.

WHAT IS IT FOR?
Understanding letterforms of Cyrillic typefaces compared to latin. 
"
Demolition Festival,Poster,"30x40 (but i want to bring it really big, on fabric maybe)",Ryan Yan,2022,Demolition Festival_Ryan Yan_1.jpg,src/Demolition Festival_Ryan Yan_1.jpg,Downloaded: Demolition Festival_Ryan Yan_1.jpg,Demolition
desi—gned Issue 2,Publication,letter -ish,"Radhika Chauhan, Sejal Gupta",2024,"desi—gned Issue 2_Radhika Chauhan, Sejal Gupta_1.jpg","src/desi—gned Issue 2_Radhika Chauhan, Sejal Gupta_1.jpg","Downloaded: desi—gned Issue 2_Radhika Chauhan, Sejal Gupta_1.jpg","desi–gned is New England's first publication for the South Asian diaspora: a compilation of the living archives of ingenious craftsmanship, subaltern histories, and current contemplations, of untold stories that need to be shared. Issue 2 navigates the relationships between contemporary South Asian stories and their relationship to New England. These stories revolve around food, architecture, materials and culture. "
Designing the Future: Imagining and Speculating for Tomorrow,Book,"5.5"" x 8.5"" x 1""",Manna Patiparnprechavut,2023,Designing the Future: Imagining and Speculating for Tomorrow_Manna Patiparnprechavut_1.mov,src/Designing the Future: Imagining and Speculating for Tomorrow_Manna Patiparnprechavut_1.mov,Downloaded: Designing the Future: Imagining and Speculating for Tomorrow_Manna Patiparnprechavut_1.mov,"This collection of essays explores the evolving possibilities of designing the future, spanning from 2019 back to 1970. Featuring writings by Zoe Ryan, Fiona Raby and Anthony Dunne, Richard Barnbrook, and Alvin Toffler, the book traces speculative design thinking and emerging trends across different periods. Printed using a combination of laser and risograph printing, and featuring perfect-bound French folds."
Diagram of my bed,Print,4x5,Ryan Yan,2024,Diagram of my bed_Ryan Yan_1.jpg,src/Diagram of my bed_Ryan Yan_1.jpg,Downloaded: Diagram of my bed_Ryan Yan_1.jpg,Anatomy of my bed
DIASPORATIC TEXTS IN ILLITERACY,Web,/,Ashley Cai,2023,DIASPORATIC TEXTS IN ILLITERACY_Ashley Cai_1.mov,src/DIASPORATIC TEXTS IN ILLITERACY_Ashley Cai_1.mov,Downloaded: DIASPORATIC TEXTS IN ILLITERACY_Ashley Cai_1.mov,"I built an interactive experience about the guilt, struggle, and shame of being somewhat illiterate in Chinese."
Disrupted Grid,Large print ,40 * 80 inches,Ritvi Gilara,2024,Disrupted Grid_Ritvi Gilara_1.pdf,src/Disrupted Grid_Ritvi Gilara_1.pdf,Downloaded: Disrupted Grid_Ritvi Gilara_1.pdf,"Starting from 40 objects to making it a visual narrative on inner growth, I focused on the transformative phase of soulful healing, where mindfulness meets chaos. Altered typography, constructed textures, and broken grids all help portray the struggle between mind and soul. "
DISSECARE,Web,"It's a website, but I'm trying to display it on an old tv",Leon Calzone,2024,DISSECARE_Leon Calzone_1.png,src/DISSECARE_Leon Calzone_1.png,Downloaded: DISSECARE_Leon Calzone_1.png,"This interactive website was made as an experimental avatar to explore the medicalization of the queer body, empowerment in monstrosity, and defiance through unintelligibility. The website is the old computer desktop of a police officer who became obsessed with the cadaver of a mysterous winged creature. The desktop contains all of the evidence and information he has collected since the night he first saw it. The first page of the website features case documents, images, and journal entries. Clicking the folder titled, DISSECARE, opens an e-autopsy report with descriptions of the creature’s incomprehensible anatomy. "
el lissitzky,laser etching on plastic ,12 * 12inch,Ash Ma,2024,el lissitzky_Ash Ma_1.png,src/el lissitzky_Ash Ma_1.png,Downloaded: el lissitzky_Ash Ma_1.png,Vinyl design featuring El Lissitzky's take on typography.
Euforia Serif,Type design,2 18x24 posters and a 8.5x11 specimen booklet,Anh Nguyen,2024,Euforia Serif_Anh Nguyen_1.pdf,src/Euforia Serif_Anh Nguyen_1.pdf,Downloaded: Euforia Serif_Anh Nguyen_1.pdf,"The initial inspiration for Euforia comes from a lack of Vietnamese text typeface I experienced growing up and my personal drawing bible, ‘Force Dynamic Life Drawing for Animators’ by Michael Mattesi. I simply wanted a typeface that has full Vietnamese support and is comfortable for my reading. Euforia began as a selfish whim but blossomed into something quite versatile.
Crafted with proportions mimicking my own handwriting and soft curves reminiscent of swift motion, Euforia captures the essence of the word “force” for me. Its display-oriented serif lends it heaps of personality, especially at larger sizes."
Everything I Would’ve Taught My Now Aborted Child,"Print on silk organza, steel rod, steel chain",36 x 94 in,Chanya Vitayakul,2024,Everything I Would’ve Taught My Now Aborted Child_Chanya Vitayakul_1.jpeg,src/Everything I Would’ve Taught My Now Aborted Child_Chanya Vitayakul_1.jpeg,Downloaded: Everything I Would’ve Taught My Now Aborted Child_Chanya Vitayakul_1.jpeg,"""Everything I Would've Taught My Now Aborted Child"" materializes personal narrative through text and delicate materiality. The work consists of a translucent silk organza sheet with printed on text, suspended from a steel rod and chains. The silk organza, a fragile and fleeting material, echoes the intangibility of an imagined future—one filled with lessons, guidance, and experiences that now exist only as words. The text represents a monologue of care and knowledge that will never be spoken to its intended recipient. The steel elements—rod and chains—contrast with the delicacy of the silk, adding a structural weight that anchors the piece, symbolizing permanence, constraint, and the burden of memory through its inherent masculine qualities.

As the fabric sways subtly with air currents, the words shift in and out of clarity, reinforcing the impermanence of the envisioned relationship between mother and child. The installation invites contemplation on themes of loss, autonomy, potentiality, and the emotional weight of choice, transforming personal history into a poetic and tactile meditation on absence and imagined futures."
"Faith, Light, Space",video,square ,Hannah Jeong,2024,"Faith, Light, Space_Hannah Jeong_1.mp4","src/Faith, Light, Space_Hannah Jeong_1.mp4","Downloaded: Faith, Light, Space_Hannah Jeong_1.mp4","A series of meditative hand-drawn animations, digitally compiled, reflecting the process of searching, praying, and creating during a time of uncertainty and anxiety."
Farewell by the ferry,Printed poster,24x36,Sara Hu,2024,Farewell by the ferry_Sara Hu_1.jpg,src/Farewell by the ferry_Sara Hu_1.jpg,Downloaded: Farewell by the ferry_Sara Hu_1.jpg,"A poster for my father. The text is from a poem called Ferry(渡口) by Xi Murong's. It reminds me of my father. Every summer I left my home for school, we said goodbye at the ferry. We hugged each other but we said nothing. We could not find a way to express how sorrowful we both felt, but I guess now I find a way to express that feeling."
Feetwashing Heaven,photocopy zine,11 * 9.5 inch,Ash Ma,2025,Feetwashing Heaven_Ash Ma_1.jpg,src/Feetwashing Heaven_Ash Ma_1.jpg,Downloaded: Feetwashing Heaven_Ash Ma_1.jpg,"Feet-washing Heaven is a project initiated by three beings(Ash Ma, Nor Wu, Lily Wu) who have been exiled from the Sensical World. Bridging textiles, graphic design and collaborative sketch sessions, we embrace domestic materials to create absurd dialogues in this Feet-washing sanctuary of collective making."
Gardens are for lovers,Web,Web,Ryan Yan,2024,Gardens are for lovers_Ryan Yan_1.png,src/Gardens are for lovers_Ryan Yan_1.png,Downloaded: Gardens are for lovers_Ryan Yan_1.png,"The web as a physical gathering space, local multiplayer"
Glitch-Chatbot,Interaction Design/Digital Media ,1920x1080,Li June,2024,Glitch-Chatbot_Li June_1.mp4,src/Glitch-Chatbot_Li June_1.mp4,Downloaded: Glitch-Chatbot_Li June_1.mp4,How do we create dysfunctional chatbots from AI? How can AI be fun? GlitchBot aims to uncover how chatbots can be interactive and exploratory when the user blocks them from having proper sequenced responses. 
Graphic Design Fall 2024 Speaker Series,Large poster,36x48,Hannah Jeong,2024,Graphic Design Fall 2024 Speaker Series_Hannah Jeong_1.pdf,src/Graphic Design Fall 2024 Speaker Series_Hannah Jeong_1.pdf,Downloaded: Graphic Design Fall 2024 Speaker Series_Hannah Jeong_1.pdf,"A series of posters designed for the RISD Graphic Design department’s annual fall semester speaker series. The poster identity utilizes a layering paper motif, inspired by the complexities and layers of history investigated by the critically informed speakers. "
Ground Variable,Printed Circuit Board,"2"" x 3"" (3 pieces)",Manna Patiparnprechavut,2025,Ground Variable_Manna Patiparnprechavut_1.png,src/Ground Variable_Manna Patiparnprechavut_1.png,Downloaded: Ground Variable_Manna Patiparnprechavut_1.png,"This project reimagines the concept of a ""poster"" by integrating board silkscreen layers, mounted components, soldering, timers, and logic gates into an interactive typographic composition. Typically concealed within compartments, behind walls, or reduced to minute scales, circuit elements here are deliberately exposed and embedded within the design, transforming functional components into visual and experiential assets. Wiring lines, switches, and active elements are not just structural necessities but integral parts of the composition, creating a dialogue between materiality, dimensionality, and function. Viewers can interact with the circuit, controlling embedded lights to alter their speed or selectively illuminate certain areas, enhancing engagement and expanding the role of the poster beyond static communication into a dynamic, participatory experience."
Heart of the Elephant,Risograph printed zine + vellum inserts,~4x6in?,Brianna Cheng,2024,Heart of the Elephant_Brianna Cheng_1.jpg,src/Heart of the Elephant_Brianna Cheng_1.jpg,Downloaded: Heart of the Elephant_Brianna Cheng_1.jpg,"While studying in London, I wanted to get to know the existing community around my school. What lies beyond the tall concrete tower of London College of Communication (LCC)? My research took me across centuries of urban development, economic contractions, and gentrification in the Elephant and Castle neighborhood: from its beginnings as a crossroad into the City of London into a working-class neighborhood, and future developments into an area catered towards university students.

This zine combines contemporary and archival research and images from the LCC's special collection, Southwark archives, and 56a Infoshop (a local social center and informal archive)."
hospital navigation,vellum prints,12 tabloid sized prints,Li Huang,2023,hospital navigation_Li Huang_1.png,src/hospital navigation_Li Huang_1.png,Downloaded: hospital navigation_Li Huang_1.png,"""Hospital Navigation"" represents the culmination of my work in Contingent Cartographies within the realm of digital and interactive experiences. This deeply personal project documents the overwhelming experience of accompanying my grandfather during his battle with illness at the end of 2022. Drawing upon my own subjective feelings, my intention is to recreate the stressful and bureaucratic hospital environment.
Through a series of personal narratives, I have sought to create a sense of navigation that allows the viewer to experience the space through my own perspective."
How the Internet uses Nostalgia,Website,n/a,Jyot Kaur Thind,2024,How the Internet uses Nostalgia_Jyot Kaur Thind_1.mov,src/How the Internet uses Nostalgia_Jyot Kaur Thind_1.mov,Downloaded: How the Internet uses Nostalgia_Jyot Kaur Thind_1.mov,"A redesign of The Atlantic article “How the Internet Uses Nostalgia”. The article explores how digital culture leverages nostalgia as both a marketing tool and a way to create emotional connections. It examines how social media, memes, and online content repurpose past aesthetics, trends, and references to evoke sentimentality, often blurring the line between genuine remembrance and commercialized nostalgia. The article discusses how this phenomenon shapes cultural memory, influences identity, and sometimes distorts history by presenting an idealized version of the past."
I'm Talking to Myself,Printed on matte paper,40 x 30 (inch) - when unfolded,Minah,2024,I'm Talking to Myself_Minah_1.jpg,src/I'm Talking to Myself_Minah_1.jpg,Downloaded: I'm Talking to Myself_Minah_1.jpg,"These accordion book series are made of additive complexity of the basic building blocks of graphic design, non-stop. In multiple directions, front and back, and to the left and right, various properties – hue, text, language, and graphics – alter and layer upon each other. This architectural structure playfully explores the temporal space of graphic design, as the new form appears and merges into the original composition as another form appears."
Illusion of Signs,Print,30*60,Ritvi Gilara,2024,Illusion of Signs_Ritvi Gilara_1.pdf,src/Illusion of Signs_Ritvi Gilara_1.pdf,Downloaded: Illusion of Signs_Ritvi Gilara_1.pdf,"I used my knowledge of grids to juxtapose an architectural parallel between structure and opacity to design an intricate piece that focuses on detailing and curiosity of perception. Manipulating the graph, I created a cubist pathway for typographical visualization. "
In conversation with Leah Beeferman ,Newsprint,Tabloid,Un Jingjang,2024,In conversation with Leah Beeferman_Un Jingjang_1.JPG,src/In conversation with Leah Beeferman_Un Jingjang_1.JPG,Downloaded: In conversation with Leah Beeferman_Un Jingjang_1.JPG,"An interview with Leah Beeferman, an artist and educator based in Providence on her journey in Norway and thoughts on future of Art and Design.
Printed with Newspaper Club"
In the Studio with Nancy Skolos,Newspaper,12*18 ish,Sophie Feng,2024,In the Studio with Nancy Skolos_Sophie Feng_1.png,src/In the Studio with Nancy Skolos_Sophie Feng_1.png,Downloaded: In the Studio with Nancy Skolos_Sophie Feng_1.png,"A self-conducted and designed newspaper interview with graphic designer Nancy Skolos. The discussion delves into the purpose of design and the function of posters, providing insights into her collaboration with partner Tom Wedell, their inspiration, and design choices."
Instant Noodles,Plexiglass and Paper,12 x 18 inches,Sejal Gupta,2023,Instant Noodles_Sejal Gupta_1.png,src/Instant Noodles_Sejal Gupta_1.png,Downloaded: Instant Noodles_Sejal Gupta_1.png,"Instant noodles is a 3-weight stencil set inspired by the metamorphosis of the noodle as it absorbs more water and becomes supple. These forms can be used to create dynamic type in different scripts, cases, glyphs and other abstract forms. The 1-minute stencil generates more explicit forms and the 11-minute noodles make ambiguous and subjective letters. Using both stencils together creates Al-dente—a more suggestive typeface with qualities of both. The stencils are also a nod to handwriting’s fluidity, which is why there are multiple ways to create a single letter form. The stencil can be rotated, inverted, overlapped and untethered of typographic conventions, giving complete autonomy to the user. Much like cooking, it is intuitive and a tool for creating forms that celebrate play, chance, and unexpectedness."
Instructional Typograhy,"butcher paper, accordion book",3.6 x 8.5 in,Li Huang,2024,Instructional Typograhy_Li Huang_1.png,src/Instructional Typograhy_Li Huang_1.png,Downloaded: Instructional Typograhy_Li Huang_1.png,"A curated collection of instructive typographic works, featuring El Lissitzky’s influential essays on typography presented as an instructional manual."
Interview Interview Magazine ,Newspaper,15 in x 22.75 ,Aniyah Lee,2024,Interview Interview Magazine_Aniyah Lee_1.pdf,src/Interview Interview Magazine_Aniyah Lee_1.pdf,Downloaded: Interview Interview Magazine_Aniyah Lee_1.pdf,"For my newspaper design, I created a visually striking layout featuring an interview with Kurt Woerpel, a designer at Interview magazine. The design reflects Woerpel’s bold, editorial style, blending expressive typography with dynamic compositions inspired by his work. The newspaper also features his own illustrations, adding a personal, artistic touch that brings his creative vision to life. I used a clean, modern grid to balance imagery and text, ensuring a seamless reading experience while highlighting key insights from our conversation."
Interview with Companion—Platform,"Print, newspaper",(newspaper spread size),Ryan Yan,2024,Interview with Companion—Platform_Ryan Yan_1.jpg,src/Interview with Companion—Platform_Ryan Yan_1.jpg,Downloaded: Interview with Companion—Platform_Ryan Yan_1.jpg,Interview
Interview with Kwon Joonho from  Everyday Practice Studio,newsprint,11x17 (folded),Isabel Lee,2024,Interview with Kwon Joonho from  Everyday Practice Studio_Isabel Lee_1.png,src/Interview with Kwon Joonho from  Everyday Practice Studio_Isabel Lee_1.png,Downloaded: Interview with Kwon Joonho from  Everyday Practice Studio_Isabel Lee_1.png,"Interview with Kwon Joonho from Everyday Practice Studio
Interviewed by Isabel Lee & Minhee Lee 
Designed in Korean and English

Advised by Tom Wedell
DS Spring 2024"
Interview with Mira Rojanasakul,Newsprint,289 x 380mm,Ashley Cai,2024,Interview with Mira Rojanasakul_Ashley Cai_1.pdf,src/Interview with Mira Rojanasakul_Ashley Cai_1.pdf,Downloaded: Interview with Mira Rojanasakul_Ashley Cai_1.pdf,"For DS4, I conducted an interview with Mira Rojanasakul, designer and graphics editor for the New York Times."
Interview with Monica Lòsada,Newsprint,289 x 380mm,Jyot Kaur Thind,2024,Interview with Monica Lòsada_Jyot Kaur Thind_1.JPG,src/Interview with Monica Lòsada_Jyot Kaur Thind_1.JPG,Downloaded: Interview with Monica Lòsada_Jyot Kaur Thind_1.JPG,"I had the pleasure of interviewing Mònica Losada, a graphic designer from Barcelona, now at Pentagram. We discussed her interest in translation, her iterative design process, and taking risks as a designer. Monica shared how her multilingual background influences her work and offered insights into her journey from Barcelona to Pentagram."
is Radhika being productive right now?,Website,"36"" x 48"" ",Radhika Chauhan,2024,is Radhika being productive right now?_Radhika Chauhan_1.png,src/is Radhika being productive right now?_Radhika Chauhan_1.png,Downloaded: is Radhika being productive right now?_Radhika Chauhan_1.png,"I am my productivity every hour of every day through this time–based website. Navigating productivity as a capitalist tool to rob things of their endurance and using moments of ""linger"" and ""sleep"" to actively resist the need to produce and consume 24/7, this website changes its state based on my calendar entries of time spent every day. I plot this to understand that all time not spent working is not not productive."
Its Controversial,Website,n/a,Jyot Kaur Thind,2024,Its Controversial_Jyot Kaur Thind_1.PNG,src/Its Controversial_Jyot Kaur Thind_1.PNG,Downloaded: Its Controversial_Jyot Kaur Thind_1.PNG,"This website is an evolving archive and curated collection exploring the portrayal of femininity in Bollywood. It brings together images, objects, articles, and media that examine the feminine role in Indian cinema—its evolution, cultural impact, and shifting narratives.  The first featured article is “What Madhuri Did Next?” by Raja Sen, which explores the evolution of Madhuri Dixit's career—her transition from a leading Bollywood star to taking on more radical, unconventional roles. With a special focus on the iconic 2000s era, the growing collection will highlight Bollywood’s romantic tropes, and the changing dynamics of gender representation."
